New Account No,New MonthID, New Targets 
00769121515,112," $15,528 "
00769121515,113," $24,638 "
00769121515,114," $20,363 "
00769121515,115," $18,756 "
00769121515,116," $28,456 "
00769121515,117," $6,856 "
00366124112,109, $969 
00366124112,110, $332 
00291128037,109, $285 
00846124592,109," $9,532 "
00846124592,110," $5,634 "
00846124592,111," $4,019 "
00846124592,112," $4,339 "
00846124592,113," $5,623 "
00846124592,114," $5,770 "
00846124592,115," $6,080 "
00846124592,116," $15,515 "
00846124592,117," $9,771 "
00846124592,118," $10,752 "
00846124592,119," $6,201 "
00855124601,109, $943 
00855124601,110, $327 
00855124601,111, $139 
00855124601,112, $319 
00855124601,113, $248 
00855124601,114, $672 
00855124601,115, $232 
00855124601,116, $171 
00855124601,117, $551 
00855124601,118," $1,010 "
00855124601,119, $402 
00911124657,109," $44,514 "
00911124657,110," $27,956 "
00911124657,111," $19,073 "
00911124657,112," $23,013 "
00911124657,113," $40,836 "
00911124657,114," $34,449 "
00911124657,115," $28,838 "
00911124657,116," $39,187 "
00911124657,117," $23,555 "
00911124657,118," $24,402 "
00911124657,119," $10,411 "
00392129138,109, $769 
00392129138,110, $284 
00392129138,111, $573 
00392129138,112, $734 
00392129138,113, $244 
00392129138,114, $26 
00392129138,115," $1,054 "
00392129138,116, $142 
00392129138,117, $864 
00392129138,118, $59 
00392129138,119, $565 
00809129555,109, $865 
00809129555,110, $109 
00809129555,111, $329 
00809129555,112, $86 
00809129555,113, $745 
00809129555,114, $190 
00809129555,115, $46 
00809129555,116, $685 
00809129555,117, $604 
00809129555,118, $9 
00809129555,119, $889 
00854129600,109, $808 
00207124953,109, $696 
00207124953,110, $595 
00207124953,111, $106 
00207124953,112, $846 
00207124953,113, $386 
00207124953,114, $288 
00207124953,115, $595 
00207124953,116, $783 
00207124953,117, $538 
00207124953,118, $645 
00207124953,119, $750 
00337125083,109," $2,744 "
00337125083,110," $1,371 "
00337125083,111," $1,516 "
00337125083,112," $21,702 "
00337125083,113," $1,490 "
00337125083,114, $768 
00337125083,115, $987 
00337125083,116," $2,068 "
00337125083,117, $857 
00337125083,118," $1,622 "
00337125083,119, $509 
00277128023,109," $9,617 "
00277128023,110," $5,827 "
00277128023,111," $4,590 "
00277128023,112," $5,189 "
00277128023,113," $10,806 "
00277128023,114," $8,518 "
00277128023,115," $6,894 "
00277128023,116," $11,261 "
00277128023,117," $8,092 "
00277128023,118," $6,481 "
00277128023,119," $3,602 "
00297129043,109, $887 
00297129043,110, $306 
0055712303,109," $35,121 "
0055712303,110," $37,994 "
0055712303,111," $18,061 "
0055712303,112," $20,024 "
0055712303,113," $57,360 "
0055712303,114," $67,721 "
0055712303,115," $27,951 "
0055712303,116," $87,564 "
0055712303,117," $131,730 "
0055712303,118," $126,353 "
0055712303,119," $69,301 "
00362122108,109, $780 
00238125984,109, $334 
00238125984,110, $205 
00542125288,109, $799 
00542125288,110, $999 
00542125288,111, $133 
00542125288,112, $357 
00542125288,113, $927 
00542125288,114, $422 
00542125288,115, $408 
00542125288,116, $647 
00542125288,117, $758 
00542125288,118, $204 
00542125288,119," $1,041 "
0069612442,109," $1,024 "
0098312729,109, $97 
00658124404,109, $175 
00433127179,109, $507 
00433127179,110, $374 
00433127179,111, $390 
00433127179,112, $253 
00433127179,113, $585 
00433127179,114, $307 
00433127179,115, $359 
00433127179,116, $632 
00433127179,117, $295 
00433127179,118, $77 
00433127179,119, $451 
00274122020,109, $975 
00689122435,109," $45,601 "
00689122435,110," $47,196 "
00689122435,111," $26,937 "
00689122435,112," $33,647 "
00689122435,113," $55,712 "
00689122435,114," $45,540 "
00689122435,115," $40,333 "
00689122435,116," $70,048 "
00689122435,117," $44,376 "
00689122435,118," $50,540 "
00689122435,119," $19,795 "
00745122491,109, $204 
00745122491,110," $1,068 "
00087128833,109, $494 
00087128833,110, $398 
00087128833,111, $228 
00087128833,112," $1,001 "
00087128833,113, $588 
00087128833,114, $708 
00087128833,115, $309 
00087128833,116, $321 
00087128833,117, $831 
00087128833,118, $701 
00087128833,119, $476 
00130128876,109, $692 
00928122674,109, $168 
00316129062,109, $788 
00316129062,110," $13,400 "
00316129062,111, $620 
00316129062,112, $366 
00316129062,113, $478 
00316129062,114, $905 
00316129062,115, $426 
00316129062,116, $345 
00316129062,117, $260 
00316129062,118, $168 
00316129062,119, $686 
00014122760,109, $939 
00014122760,110, $884 
00014122760,111," $1,083 "
00014122760,112, $788 
00014122760,113, $801 
00014122760,114, $867 
00014122760,115, $265 
00014122760,116, $776 
00014122760,117, $261 
00014122760,118, $31 
00014122760,119, $804 
00953121699,110, $61 
00953121699,111, $404 
00953121699,112, $443 
00953121699,113, $42 
00953121699,114, $428 
00953121699,115, $129 
00953121699,116, $329 
00953121699,117, $759 
00953121699,118, $461 
00953121699,119, $145 
00378123124,109," $112,662 "
00378123124,110," $77,681 "
00378123124,111," $63,393 "
00378123124,112," $79,430 "
00378123124,113," $132,629 "
00378123124,114," $119,952 "
00378123124,115," $114,405 "
00378123124,116," $175,015 "
00378123124,117," $138,394 "
00378123124,118," $143,889 "
00378123124,119," $62,240 "
00441125187,109, $244 
00365121111,109," $5,033 "
00365121111,110," $3,753 "
00365121111,111," $1,971 "
00365121111,112," $1,702 "
00365121111,113," $4,080 "
00365121111,114," $3,375 "
00365121111,115," $2,482 "
00365121111,116," $4,128 "
00365121111,117," $3,077 "
00365121111,118," $2,623 "
00365121111,119," $1,052 "
00936123682,110, $169 
00936123682,111, $819 
00936123682,112, $62 
00936123682,113, $89 
00936123682,114, $215 
00936123682,115, $730 
00936123682,116, $340 
00936123682,117, $933 
00936123682,118, $41 
00936123682,119, $816 
00961123707,109, $175 
00961123707,110, $471 
00084123830,109," $19,791 "
00084123830,110," $12,916 "
00084123830,111," $8,602 "
00084123830,112," $10,397 "
00084123830,113," $17,288 "
00084123830,114," $17,657 "
00084123830,115," $16,379 "
00084123830,116," $26,426 "
00084123830,117," $15,364 "
00084123830,118," $16,736 "
00084123830,119," $7,287 "
00630124376,109, $413 
00708124454,109, $648 
00708124454,110, $775 
00758124504,109," $26,552 "
00758124504,110," $14,359 "
00758124504,111," $13,022 "
00758124504,112," $14,382 "
00758124504,113," $18,209 "
00758124504,114," $15,351 "
00758124504,115," $19,557 "
00758124504,116," $27,232 "
00758124504,117, $435 
00758124504,118," $4,818 "
00758124504,119, $596 
00459128205,109, $523 
00909124655,109, $819 
00939124685,109," $182,871 "
00939124685,110," $218,414 "
00939124685,111," $45,199 "
00939124685,112," $61,230 "
00939124685,113," $82,429 "
00939124685,114," $68,028 "
00939124685,115," $58,953 "
00939124685,116," $93,988 "
00939124685,117," $53,650 "
00939124685,118," $58,332 "
00939124685,119," $25,185 "
00421125167,109," $4,788 "
00421125167,110," $33,871 "
00421125167,111," $30,942 "
00421125167,112," $31,885 "
00421125167,113," $94,252 "
00421125167,114," $35,083 "
00421125167,115," $67,137 "
00421125167,116," $101,884 "
00421125167,117," $40,847 "
00421125167,118," $71,817 "
00421125167,119," $33,921 "
00647125393,109," $11,119 "
00647125393,110," $8,645 "
00647125393,111," $5,796 "
00647125393,112," $6,010 "
00647125393,113," $9,430 "
00647125393,114," $8,050 "
00647125393,115," $6,778 "
00647125393,116," $10,010 "
00647125393,117," $6,099 "
00647125393,118," $5,857 "
00647125393,119," $3,556 "
00838125584,109, $984 
00838125584,110, $94 
00838125584,111, $502 
00838125584,112, $267 
00838125584,113, $199 
00838125584,114, $12 
00838125584,115, $503 
00838125584,116, $123 
00838125584,117, $244 
00838125584,118, $617 
00838125584,119, $137 
00911125657,109," $1,022 "
00911125657,110, $277 
00911125657,111, $184 
00911125657,112, $773 
00911125657,113, $130 
00911125657,114, $105 
00911125657,115, $278 
00911125657,116, $327 
00911125657,117, $155 
00911125657,118, $888 
00911125657,119, $61 
0052712273,109, $770 
0052712273,110, $770 
0052712273,111, $920 
0052712273,112, $163 
0052712273,113, $379 
0052712273,114, $939 
0052712273,115, $474 
0052712273,116, $220 
0052712273,117, $175 
0052712273,118, $997 
0052712273,119, $158 
00262126008,109, $123 
00744125490,109, $270 
00744125490,110, $655 
00744125490,111," $1,098 "
00744125490,112, $714 
00744125490,113, $246 
00744125490,114, $481 
00744125490,115, $208 
00744125490,116, $254 
00744125490,117, $957 
00744125490,118, $640 
00744125490,119, $35 
00501127247,109, $939 
00501127247,110, $625 
00501127247,111, $935 
00501127247,112, $879 
00501127247,113, $51 
00501127247,114, $103 
00501127247,115, $374 
00501127247,116, $686 
00501127247,117, $51 
00501127247,118, $205 
00501127247,119, $30 
00506127252,109, $152 
00506127252,110, $967 
00506127252,111, $140 
00506127252,112, $901 
00506127252,113, $151 
00506127252,114, $120 
00506127252,115, $240 
00506127252,116, $15 
00506127252,117, $103 
00506127252,118, $311 
00506127252,119, $476 
00787127533,109," $171,123 "
00787127533,110," $132,501 "
00787127533,111," $94,459 "
00787127533,112," $109,356 "
00787127533,113," $180,458 "
00787127533,114," $151,189 "
00787127533,115," $131,084 "
00787127533,116," $211,116 "
00787127533,117," $139,691 "
00787127533,118," $146,337 "
00787127533,119," $63,783 "
00076127822,109, $203 
00076127822,110, $314 
00076127822,111, $615 
00076127822,112, $312 
00076127822,113, $303 
00076127822,114, $519 
00076127822,115, $207 
00076127822,116, $101 
00076127822,117, $98 
00076127822,118, $771 
00076127822,119, $54 
00128127874,110, $576 
00128127874,111, $218 
00128127874,112, $267 
00128127874,113, $87 
00128127874,114, $423 
00128127874,115, $135 
00128127874,116, $278 
00128127874,117, $718 
00128127874,118, $649 
00128127874,119, $144 
00821121567,109," $4,307 "
00821121567,110," $3,939 "
00821121567,111," $1,993 "
00821121567,112," $2,346 "
00821121567,113," $3,754 "
00821121567,114," $3,365 "
00821121567,115," $3,442 "
00821121567,116," $4,307 "
00821121567,117," $2,587 "
00821121567,118," $2,487 "
00821121567,119," $1,238 "
00824121570,109, $326 
00824121570,110, $633 
00824121570,111, $67 
00824121570,112, $548 
00824121570,113, $69 
00824121570,114," $1,130 "
00824121570,115, $119 
00824121570,116," $1,045 "
00824121570,117, $144 
00824121570,118, $844 
00824121570,119, $278 
00485128231,109," $1,391 "
00485128231,110, $861 
00485128231,111, $285 
00485128231,112," $1,501 "
00485128231,113," $1,630 "
00485128231,114, $892 
00485128231,115," $1,591 "
00485128231,116, $959 
00485128231,117, $909 
00485128231,118," $1,856 "
00485128231,119," $1,016 "
00585128331,109, $175 
00648128394,109," $1,013 "
00648128394,110, $699 
00648128394,111, $34 
00648128394,112, $301 
00648128394,113, $582 
00648128394,114, $705 
00648128394,115, $233 
00648128394,116, $913 
00648128394,117, $876 
00648128394,118, $867 
00648128394,119, $184 
00719128465,109," $3,274 "
00719128465,110," $3,374 "
00719128465,111," $2,104 "
00719128465,112," $2,015 "
00719128465,113," $4,013 "
00719128465,114," $3,367 "
00719128465,115," $3,090 "
00719128465,116," $4,605 "
00719128465,117," $3,325 "
00719128465,118," $2,147 "
00719128465,119," $1,981 "
00582128328,109, $408 
0075512501,109, $206 
00005121751,109," $1,056 "
00085127831,109, $147 
00085127831,110, $128 
00085127831,111, $773 
00085127831,112, $277 
00085127831,113, $813 
00085127831,114, $813 
00085127831,115, $7 
00085127831,116, $677 
00085127831,117, $78 
00085127831,118, $731 
00085127831,119, $171 
00869128615,109, $239 
00869128615,110, $341 
00869128615,111, $519 
00869128615,112," $1,017 "
00869128615,113, $361 
00869128615,114, $355 
00869128615,115, $646 
00869128615,116, $182 
00869128615,117, $107 
00869128615,118, $601 
00869128615,119, $111 
00521121267,109, $144 
00284122030,109, $270 
00306122052,109, $59 
00306122052,110, $410 
00306122052,111, $229 
00306122052,112, $265 
00306122052,113, $375 
00306122052,114, $814 
00306122052,115, $945 
00306122052,116, $355 
00306122052,117, $829 
00306122052,118, $234 
00306122052,119, $18 
00323122069,109, $265 
00323122069,110, $266 
00323122069,111, $236 
00323122069,112, $187 
00323122069,113, $95 
00323122069,114, $77 
00323122069,115, $175 
00323122069,116, $459 
00323122069,117, $372 
00323122069,118, $459 
00323122069,119, $228 
00439122185,109, $168 
00439122185,110, $421 
00439122185,111, $91 
00439122185,112, $190 
00439122185,113, $124 
00439122185,114, $894 
00439122185,115, $48 
00439122185,116, $586 
00439122185,117, $30 
00439122185,118, $200 
00439122185,119, $356 
00450122196,109, $345 
00248121994,109," $65,603 "
00248121994,110," $46,605 "
00248121994,111," $29,837 "
00248121994,112," $39,477 "
00248121994,113," $71,064 "
00248121994,114," $62,808 "
00248121994,115," $65,750 "
00248121994,116," $105,223 "
00248121994,117," $63,077 "
00248121994,118," $58,675 "
00248121994,119," $27,303 "
00250121996,109, $167 
00250121996,110, $508 
00551122297,109, $911 
00551122297,110, $475 
00551122297,111, $188 
00551122297,112, $81 
00551122297,113, $971 
00633122379,109," $168,801 "
00633122379,110," $114,629 "
00633122379,111," $93,830 "
00633122379,112," $117,059 "
00633122379,113," $189,246 "
00633122379,114," $183,437 "
00633122379,115," $160,981 "
00633122379,116," $271,135 "
00633122379,117," $169,107 "
00633122379,118," $192,739 "
00633122379,119," $95,815 "
00693122439,109," $116,266 "
00693122439,110," $97,784 "
00693122439,111," $84,378 "
00693122439,112," $128,844 "
00693122439,113," $241,059 "
00693122439,114," $249,779 "
00693122439,115," $260,596 "
00693122439,116," $502,212 "
00693122439,117," $333,822 "
00693122439,118," $306,639 "
00693122439,119," $142,234 "
00706122452,109, $795 
00706122452,110, $892 
00706122452,111," $1,292 "
00706122452,112," $1,157 "
00706122452,113, $321 
00706122452,114, $302 
00706122452,115, $60 
00706122452,116, $590 
00706122452,117, $450 
00706122452,118, $475 
00706122452,119, $228 
00953128699,109, $617 
00953128699,110, $276 
00953128699,111, $923 
00953128699,112, $136 
00953128699,113, $748 
00953128699,114, $919 
00953128699,115, $161 
00953128699,116, $544 
00953128699,117, $444 
00953128699,118, $566 
00953128699,119, $158 
00960122706,109, $467 
00960122706,110, $110 
00960122706,111, $271 
00960122706,112, $160 
00960122706,113, $45 
00960122706,114, $477 
00960122706,115, $532 
00960122706,116, $293 
00960122706,117, $639 
00960122706,118, $847 
00960122706,119, $987 
00376129122,109, $792 
00792125538,109, $440 
00792125538,110, $643 
00792125538,111, $135 
00792125538,112, $40 
00792125538,113, $606 
00792125538,114, $669 
00792125538,115, $693 
00792125538,116, $30 
00792125538,117, $420 
00792125538,118, $342 
00792125538,119, $466 
00172125918,109, $272 
00172125918,110, $362 
00535128281,109, $241 
00535128281,110, $722 
00535128281,111, $285 
00535128281,112, $460 
00535128281,113, $228 
00535128281,114, $773 
00535128281,115, $46 
00535128281,116, $79 
00535128281,117, $643 
00535128281,118, $141 
00535128281,119, $762 
00347129093,109, $234 
00173126919,109, $931 
00173126919,110, $655 
00173126919,111, $318 
00173126919,112, $587 
00173126919,113, $305 
00173126919,114," $1,113 "
00173126919,115, $284 
00173126919,116, $222 
00173126919,117, $411 
00173126919,118, $805 
00173126919,119, $778 
00193126939,109," $24,310 "
00193126939,110," $8,690 "
00199126945,109," $44,867 "
00199126945,110," $33,269 "
00199126945,111," $21,902 "
00199126945,112," $29,038 "
00199126945,113," $50,609 "
00199126945,114," $43,518 "
00199126945,115," $38,424 "
00199126945,116," $56,822 "
00199126945,117," $38,933 "
00199126945,118," $39,834 "
00199126945,119," $18,814 "
00335127081,109, $287 
00335127081,110, $268 
00335127081,111, $306 
00335127081,112," $1,150 "
00335127081,113, $383 
00335127081,114," $1,040 "
00335127081,115, $672 
00335127081,116, $887 
00335127081,117, $784 
00335127081,118, $459 
00335127081,119, $904 
00945123691,109, $340 
00945123691,110, $325 
00945123691,111, $293 
00945123691,112, $275 
00945123691,113, $247 
00945123691,114, $153 
00945123691,115, $585 
00945123691,116, $87 
00945123691,117, $242 
00945123691,118, $104 
00945123691,119, $639 
00123127869,109," $1,142 "
00123127869,110, $402 
00288121034,109, $358 
00288121034,110," $34,554 "
00288121034,111," $35,800 "
00288121034,112," $41,245 "
00288121034,113," $66,955 "
00288121034,114," $68,585 "
00288121034,115," $43,746 "
00288121034,116," $65,639 "
00288121034,117," $40,602 "
00288121034,118," $43,667 "
00288121034,119," $19,987 "
00139127885,109, $159 
00139127885,110, $230 
00139127885,111, $310 
00139127885,112, $439 
00139127885,113, $797 
00139127885,114, $985 
00139127885,115, $744 
00139127885,116, $339 
00139127885,117, $389 
00139127885,118, $269 
00139127885,119, $837 
00152127898,109, $288 
00152127898,110, $116 
00152127898,111, $57 
00152127898,112, $207 
00152127898,113, $599 
00152127898,114, $186 
00152127898,115, $467 
00152127898,116, $206 
00152127898,117, $408 
00152127898,118, $672 
00152127898,119, $463 
00019121765,110, $173 
00019121765,111, $194 
00019121765,112, $232 
00019121765,113, $590 
00019121765,114, $228 
00019121765,115, $963 
00019121765,116, $261 
00019121765,117, $829 
00019121765,118, $832 
00019121765,119, $882 
00891122637,109, $335 
00601126347,109, $34 
00848126594,109, $182 
00131127877,109, $682 
00133124879,109, $86 
00133124879,110, $546 
00133124879,111, $606 
00133124879,112, $351 
00133124879,113, $504 
00133124879,114, $133 
00133124879,115, $415 
00133124879,116, $389 
00133124879,117, $538 
00133124879,118, $377 
00133124879,119, $212 
00646125392,109, $237 
00646125392,110, $183 
00646125392,111, $635 
00646125392,112, $673 
00646125392,113, $324 
00646125392,114, $134 
00646125392,115, $813 
00646125392,116, $502 
00646125392,117, $294 
00646125392,118, $149 
00646125392,119, $202 
00735124481,109," $18,975 "
00735124481,110," $11,284 "
00735124481,111," $8,085 "
00735124481,112," $10,354 "
00735124481,113," $15,831 "
00735124481,114," $13,015 "
00735124481,115," $11,263 "
00735124481,116," $17,662 "
00735124481,117," $12,448 "
00735124481,118," $19,040 "
00735124481,119," $8,265 "
00422127168,109, $78 
00554126300,109, $408 
00048123794,109, $745 
00048123794,110, $312 
00048123794,111, $73 
00048123794,112, $234 
00048123794,113, $742 
00048123794,114, $537 
00048123794,115, $282 
00048123794,116, $684 
00048123794,117, $280 
00048123794,118, $126 
00048123794,119, $161 
00688126434,109," $2,109 "
00688126434,110," $1,034 "
00688126434,111," $1,430 "
00688126434,112, $896 
00688126434,113," $1,388 "
00688126434,114," $1,151 "
00688126434,115," $2,283 "
00688126434,116," $2,774 "
00688126434,117," $2,302 "
00688126434,118," $1,706 "
00688126434,119, $817 
00603123349,110," $11,335 "
00603123349,111," $11,380 "
00603123349,112," $11,553 "
00603123349,113," $24,770 "
00603123349,114," $25,838 "
00603123349,115," $17,936 "
00603123349,116," $30,842 "
00603123349,117," $24,463 "
00603123349,118," $12,834 "
00603123349,119," $10,511 "
00208123954,109, $783 
00208123954,110, $359 
00208123954,111, $235 
00208123954,112, $606 
00208123954,113, $330 
00208123954,114, $494 
00208123954,115, $610 
00208123954,116, $748 
00208123954,117, $34 
00208123954,118, $647 
00208123954,119, $727 
00122125868,110, $156 
00212124958,109, $570 
00212124958,110," $1,233 "
00212124958,111," $1,396 "
00212124958,112," $1,615 "
00212124958,113," $1,105 "
00212124958,114," $1,053 "
00212124958,115," $1,123 "
00212124958,116," $1,559 "
00212124958,117, $511 
00212124958,118, $253 
00212124958,119," $1,349 "
00961121707,109, $147 
00687124433,109," $1,238 "
00687124433,110, $636 
00687124433,111, $685 
00687124433,112, $431 
00687124433,113, $433 
00687124433,114," $1,109 "
00687124433,115, $212 
00687124433,116, $489 
00687124433,117," $1,149 "
00687124433,118, $106 
00687124433,119, $775 
00690124436,109, $466 
00690124436,110," $1,022 "
00690124436,111, $402 
00690124436,112, $269 
00690124436,113, $307 
00690124436,114, $679 
00690124436,115, $878 
00690124436,116," $1,259 "
00690124436,117," $2,767 "
00690124436,118," $2,952 "
00690124436,119," $2,169 "
00805127551,109, $206 
00253121999,109," $37,154 "
00253121999,110," $21,371 "
00253121999,111," $21,114 "
00253121999,112," $21,663 "
00253121999,113, $592 
00253121999,114, $326 
00253121999,115," $22,826 "
00253121999,116," $25,050 "
00253121999,117, $251 
00253121999,118, $57 
00253121999,119," $1,069 "
00268122014,109," $2,956 "
00268122014,110," $2,011 "
00268122014,111," $1,158 "
00268122014,112," $1,451 "
00268122014,113," $2,225 "
00268122014,114," $2,716 "
00268122014,115," $1,579 "
00268122014,116," $3,131 "
00268122014,117," $2,156 "
00268122014,118," $1,969 "
00268122014,119, $915 
0003112777,109," $1,043 "
0003112777,110, $303 
0003112777,111, $556 
0003112777,112, $731 
0003112777,113, $518 
0003112777,114, $45 
0003112777,115, $288 
0003112777,116, $196 
0003112777,117, $670 
0003112777,118, $719 
0003112777,119, $456 
00873127619,109," $15,692 "
00873127619,110," $12,249 "
00873127619,111," $9,223 "
00873127619,112," $12,290 "
00873127619,113," $19,113 "
00873127619,114," $16,805 "
00873127619,115," $16,602 "
00873127619,116," $36,816 "
00873127619,117," $27,513 "
00873127619,118," $32,142 "
00873127619,119," $20,645 "
00202121948,110, $313 
00202121948,111, $205 
00202121948,112, $163 
00202121948,113, $508 
00202121948,114, $803 
00202121948,115, $113 
00202121948,116, $215 
00202121948,117, $957 
00202121948,118, $717 
00202121948,119, $781 
00671126417,109," $24,783 "
00671126417,110," $14,073 "
00671126417,111," $9,527 "
00671126417,112," $11,442 "
00671126417,113," $19,680 "
00671126417,114," $16,722 "
00671126417,115," $15,185 "
00671126417,116," $22,997 "
00671126417,117," $14,491 "
00671126417,118," $14,951 "
00671126417,119," $7,412 "
00123126869,109, $332 
00123126869,110, $854 
00123126869,111, $849 
00123126869,112, $247 
00123126869,113, $579 
00123126869,114, $216 
00123126869,115, $235 
00123126869,116, $944 
00123126869,117, $248 
00123126869,118, $233 
00123126869,119, $526 
00371122117,109, $287 
00371122117,110, $142 
00371122117,111, $264 
00371122117,112, $959 
00371122117,113, $923 
00371122117,114, $309 
00371122117,115, $588 
00371122117,116, $766 
00371122117,117, $770 
00371122117,118, $210 
00371122117,119, $750 
00695125441,109, $122 
00695125441,110, $65 
00895126641,109, $720 
00895126641,110, $937 
00895126641,111, $638 
00895126641,112, $708 
00895126641,113, $675 
00895126641,114," $8,668 "
00895126641,115," $3,132 "
00895126641,116," $6,780 "
00895126641,117," $8,193 "
00895126641,118," $7,158 "
00895126641,119," $4,703 "
00044126790,109, $204 
00044126790,110, $208 
00044126790,111, $247 
00044126790,112, $277 
00044126790,113, $399 
00044126790,114, $391 
00044126790,115, $347 
00044126790,116, $649 
00044126790,117, $518 
00044126790,118," $1,065 "
00044126790,119, $73 
00559126305,109, $313 
00225126971,109," $2,326,965 "
00225126971,110," $1,460,252 "
00225126971,111," $1,224,123 "
00225126971,112," $2,213,838 "
00225126971,113," $2,473,796 "
00225126971,114," $2,097,728 "
00225126971,115," $1,727,667 "
00225126971,116," $2,783,118 "
00225126971,117," $1,756,990 "
00225126971,118," $1,632,645 "
00225126971,119," $713,711 "
0011612862,109," $12,534 "
0011612862,110," $9,054 "
0011612862,111," $7,422 "
0011612862,112," $8,522 "
0011612862,113," $13,492 "
0011612862,114," $12,068 "
0011612862,115," $10,484 "
0011612862,116," $18,087 "
0011612862,117," $11,493 "
0011612862,118," $12,345 "
0011612862,119," $4,773 "
00338122084,109," $15,825 "
00338122084,110," $9,349 "
00338122084,111," $5,680 "
00338122084,112," $6,455 "
00338122084,113," $9,379 "
00338122084,114," $8,637 "
00338122084,115," $8,016 "
00338122084,116," $13,645 "
00338122084,117," $9,340 "
00338122084,118," $9,850 "
00338122084,119," $4,407 "
00866127612,109, $760 
00866127612,110, $936 
00866127612,111," $1,638 "
00866127612,112," $1,994 "
00866127612,113, $377 
00866127612,114, $843 
00866127612,115, $887 
00866127612,116, $588 
00866127612,117, $132 
00866127612,118, $273 
00866127612,119, $110 
00724123470,109," $17,151 "
00724123470,110," $10,112 "
00724123470,111," $8,043 "
00724123470,112," $9,220 "
00724123470,113," $15,378 "
00724123470,114," $14,078 "
00724123470,115," $14,911 "
00724123470,116," $24,001 "
00724123470,117," $15,910 "
00724123470,118," $13,899 "
00724123470,119," $6,440 "
00002125748,109," $12,438 "
00002125748,110," $8,753 "
00002125748,111," $5,352 "
00002125748,112," $6,998 "
00002125748,113," $10,989 "
00002125748,114," $8,497 "
00002125748,115," $7,042 "
00002125748,116," $11,921 "
00002125748,117," $8,786 "
00002125748,118," $9,414 "
00002125748,119," $3,264 "
00508126254,109, $618 
00508126254,110, $173 
00508126254,111, $514 
00508126254,112, $738 
00508126254,113, $586 
002671213,109, $342 
0023312979,109," $1,061 "
0023312979,110, $534 
0023312979,111, $272 
0023312979,112, $261 
0023312979,113, $887 
0023312979,114," $1,027 "
0023312979,115, $250 
0023312979,116, $626 
0023312979,117, $628 
0023312979,118," $1,185 "
0023312979,119," $1,020 "
00590126336,109, $968 
00578121324,109, $273 
00297123043,109," $18,639 "
00297123043,110," $10,540 "
00297123043,111," $11,232 "
00297123043,112," $12,457 "
00297123043,113," $19,119 "
00297123043,114," $14,371 "
00297123043,115," $11,968 "
00297123043,116," $20,838 "
00297123043,117," $13,123 "
00297123043,118," $18,597 "
00297123043,119," $8,275 "
003291275,109," $1,873 "
003291275,110," $2,814 "
003291275,111," $1,323 "
003291275,112," $1,846 "
003291275,113," $1,593 "
003291275,114," $1,374 "
003291275,115, $688 
003291275,116, $323 
003291275,117, $610 
003291275,118," $10,954 "
003291275,119," $11,976 "
00582126328,109, $529 
00582126328,110, $91 
00582126328,111, $326 
00582126328,112, $427 
00582126328,113, $155 
00582126328,114, $868 
00582126328,115, $679 
00582126328,116, $282 
00582126328,117, $37 
00582126328,118, $319 
00582126328,119, $218 
00591126337,109, $591 
00591126337,110, $499 
00599128345,109," $49,820 "
00599128345,110," $31,989 "
00599128345,111," $21,646 "
00599128345,112," $22,900 "
00599128345,113," $36,936 "
00599128345,114," $26,728 "
00599128345,115," $21,314 "
00599128345,116," $28,768 "
00599128345,117," $18,480 "
00599128345,118," $19,580 "
00599128345,119," $8,516 "
0088112627,109," $4,883 "
0088112627,110," $3,865 "
0088112627,111," $3,799 "
0088112627,112," $4,715 "
0088112627,113," $8,583 "
0088112627,114," $7,067 "
0088112627,115," $9,151 "
0088112627,116," $19,750 "
0088112627,117," $18,949 "
0088112627,118," $23,601 "
0088112627,119," $14,431 "
00599123345,109, $530 
00894123640,109, $786 
00894123640,110, $781 
00894123640,111," $1,430 "
00894123640,112," $1,537 "
00894123640,113," $1,742 "
00894123640,114," $1,750 "
00894123640,115," $1,549 "
00894123640,116," $1,386 "
00894123640,117," $1,381 "
00894123640,118, $977 
00894123640,119," $1,318 "
00950123696,109," $4,686 "
00950123696,110," $3,307 "
00950123696,111," $2,611 "
00950123696,112," $3,228 "
00950123696,113," $4,458 "
00950123696,114," $7,207 "
00950123696,115," $15,039 "
00950123696,116," $32,733 "
00950123696,117," $1,172 "
00950123696,118," $1,048 "
00950123696,119, $126 
0015812-96,109," $2,247 "
0015812-96,110," $1,992 "
0015812-96,111," $1,801 "
0015812-96,112, $717 
0015812-96,113," $3,137 "
0015812-96,114," $1,864 "
0015812-96,115," $2,571 "
0015812-96,116," $3,699 "
0015812-96,117," $2,295 "
0015812-96,118," $2,168 "
0015812-96,119," $1,396 "
0014112-113,109," $4,335 "
0014112-113,110," $1,324 "
0014112-113,111, $413 
0014112-113,112," $1,475 "
0014112-113,113," $1,462 "
0014112-113,114," $1,795 "
0014112-113,115," $1,717 "
0014112-113,116," $3,634 "
0014112-113,117," $2,473 "
0014112-113,118," $2,222 "
0014112-113,119," $2,140 "
00874126620,109, $44 
00874126620,110," $5,127 "
00874126620,111," $4,208 "
00874126620,112," $6,084 "
00874126620,113," $9,730 "
00874126620,114," $7,701 "
00874126620,115," $5,822 "
00874126620,116," $9,104 "
00874126620,117," $5,553 "
00874126620,118," $5,678 "
00874126620,119," $2,830 "
00453121199,109," $4,252 "
00453121199,110," $2,966 "
00453121199,111," $1,828 "
