New Account No,New MonthID, New Revenue 
00323122069,111, $134 
00323122069,112, $84 
00323122069,113, $-82 
00323122069,114, $170 
00323122069,115, $-   
00323122069,116, $-   
00323122069,117, $-   
00323122069,118, $-   
00323122069,119, $-   
00439122185,109, $-111 
00439122185,110, $554 
00439122185,111, $131 
00439122185,112, $-85 
00439122185,113, $187 
00439122185,114, $893 
00439122185,115, $-   
00439122185,116, $-   
00439122185,117, $-   
00439122185,118, $-   
00439122185,119, $-   
00450122196,109, $39 
00248121994,109," $65,678 "
00248121994,110," $46,715 "
00248121994,111," $29,982 "
00248121994,112," $39,508 "
00248121994,113," $70,892 "
00248121994,114," $62,584 "
00248121994,115, $-   
00248121994,116, $-   
00248121994,117, $-   
00248121994,118, $-   
00248121994,119, $-   
00250121996,109, $122 
00250121996,110, $419 
00551122297,109, $874 
00551122297,110, $614 
00551122297,111, $243 
00551122297,112, $197 
00551122297,113, $894 
00633122379,109," $168,814 "
00633122379,110," $114,671 "
00633122379,111," $94,012 "
00633122379,112," $117,197 "
00633122379,113," $189,204 "
00633122379,114," $183,646 "
00633122379,115, $-   
00633122379,116, $-   
00633122379,117, $-   
00633122379,118, $-   
00633122379,119, $-   
00693122439,109," $116,270 "
00693122439,110," $97,944 "
00693122439,111," $84,231 "
00693122439,112," $128,884 "
00693122439,113," $241,105 "
00693122439,114," $249,655 "
00693122439,115, $-   
00693122439,116, $-   
00693122439,117, $-   
00693122439,118, $-   
00693122439,119, $-   
00706122452,109," $1,003 "
00706122452,110, $883 
00706122452,111," $1,094 "
00706122452,112," $1,279 "
00706122452,113, $172 
00706122452,114, $464 
00706122452,115, $-   
00706122452,116, $-   
00706122452,117, $-   
00706122452,118, $-   
00706122452,119, $-   
00953128699,109, $756 
00953128699,110, $208 
00953128699,111, $799 
00953128699,112, $-23 
00953128699,113, $892 
00953128699,114, $775 
00953128699,115, $-   
00953128699,116, $-   
00953128699,117, $-   
00953128699,118, $-   
00953128699,119, $-   
00960122706,109, $351 
00960122706,110, $-160 
00960122706,111, $54 
00960122706,112, $125 
00960122706,113, $233 
00960122706,114, $307 
00960122706,115, $-   
00960122706,116, $-   
00960122706,117, $-   
00960122706,118, $-   
00960122706,119, $-   
00376129122,109, $945 
00792125538,109, $554 
00792125538,110, $674 
00792125538,111, $65 
00792125538,112, $92 
00792125538,113, $488 
00792125538,114, $723 
00792125538,115, $-   
00792125538,116, $-   
00792125538,117, $-   
00792125538,118, $-   
00792125538,119, $-   
00172125918,109, $475 
00172125918,110, $296 
00535128281,109, $-117 
00535128281,110, $803 
00535128281,111, $488 
00535128281,112, $617 
00535128281,113, $-152 
00535128281,114, $778 
00535128281,115, $-   
00535128281,116, $-   
00535128281,117, $-   
00535128281,118, $-   
00535128281,119, $-   
00347129093,109, $-38 
00173126919,109, $865 
00173126919,110, $632 
00173126919,111, $221 
00173126919,112, $586 
00173126919,113, $-43 
00173126919,114, $927 
00173126919,115, $-   
00173126919,116, $-   
00173126919,117, $-   
00173126919,118, $-   
00173126919,119, $-   
00193126939,109," $24,480 "
00193126939,110," $8,655 "
00199126945,109," $45,034 "
00199126945,110," $33,363 "
00199126945,111," $21,785 "
00199126945,112," $29,026 "
00199126945,113," $50,566 "
00199126945,114," $43,321 "
00199126945,115, $-   
00199126945,116, $-   
00199126945,117, $-   
00199126945,118, $-   
00199126945,119, $-   
00335127081,109, $112 
00335127081,110, $-142 
00335127081,111, $476 
00335127081,112, $919 
00335127081,113, $416 
00335127081,114, $826 
00335127081,115, $-   
00335127081,116, $-   
00335127081,117, $-   
00335127081,118, $-   
00335127081,119, $-   
00945123691,109, $-114 
00945123691,110, $506 
00945123691,111, $-160 
00945123691,112, $56 
00945123691,113, $6 
00945123691,114, $117 
00945123691,115, $-   
00945123691,116, $-   
00945123691,117, $-   
00945123691,118, $-   
00945123691,119, $-   
00123127869,109, $914 
00123127869,110, $486 
00288121034,109, $273 
00288121034,110," $34,585 "
00288121034,111," $35,590 "
00288121034,112," $41,374 "
00288121034,113," $66,824 "
00288121034,114," $68,413 "
00288121034,115, $-   
00288121034,116, $-   
00288121034,117, $-   
00288121034,118, $-   
00288121034,119, $-   
00139127885,109, $-200 
00139127885,110, $-137 
00139127885,111, $231 
00139127885,112, $411 
00139127885,113, $948 
00139127885,114, $881 
00139127885,115, $-   
00139127885,116, $-   
00139127885,117, $-   
00139127885,118, $-   
00139127885,119, $-   
00152127898,109, $-126 
00152127898,110, $-132 
00152127898,111, $-1 
00152127898,112, $90 
00152127898,113, $650 
00152127898,114, $76 
00152127898,115, $-   
00152127898,116, $-   
00152127898,117, $-   
00152127898,118, $-   
00152127898,119, $-   
00019121765,110, $363 
00019121765,111, $149 
00019121765,112, $229 
00019121765,113, $649 
00019121765,114, $138 
00019121765,115, $-   
00019121765,116, $-   
00019121765,117, $-   
00019121765,118, $-   
00019121765,119, $-   
00891122637,109, $149 
00601126347,109, $-28 
00848126594,109, $-167 
00131127877,109, $624 
00133124879,109, $-32 
00133124879,110, $344 
00133124879,111, $736 
00133124879,112, $135 
00133124879,113, $433 
00133124879,114, $110 
00133124879,115, $-   
00133124879,116, $-   
00133124879,117, $-   
00133124879,118, $-   
00133124879,119, $-   
00646125392,109, $239 
00646125392,110, $327 
00646125392,111, $651 
00646125392,112, $865 
00646125392,113, $-184 
00646125392,114, $-79 
00646125392,115, $-   
00646125392,116, $-   
00646125392,117, $-   
00646125392,118, $-   
00646125392,119, $-   
00735124481,109," $18,781 "
00735124481,110," $11,431 "
00735124481,111," $8,116 "
00735124481,112," $10,376 "
00735124481,113," $15,707 "
00735124481,114," $13,162 "
00735124481,115, $-   
00735124481,116, $-   
00735124481,117, $-   
00735124481,118, $-   
00735124481,119, $-   
00422127168,109, $165 
00554126300,109, $226 
00048123794,109, $611 
00048123794,110, $353 
00048123794,111, $13 
00048123794,112, $-40 
00048123794,113, $561 
00048123794,114, $594 
00048123794,115, $-   
00048123794,116, $-   
00048123794,117, $-   
00048123794,118, $-   
00048123794,119, $-   
00688126434,109," $2,011 "
00688126434,110," $1,065 "
00688126434,111," $1,396 "
00688126434,112," $1,012 "
00688126434,113," $1,420 "
00688126434,114," $1,184 "
00688126434,115, $-   
00688126434,116, $-   
00688126434,117, $-   
00688126434,118, $-   
00688126434,119, $-   
00603123349,110," $11,394 "
00603123349,111," $11,453 "
00603123349,112," $11,543 "
00603123349,113," $24,769 "
00603123349,114," $25,775 "
00603123349,115, $-   
00603123349,116, $-   
00603123349,117, $-   
00603123349,118, $-   
00603123349,119, $-   
00208123954,109, $615 
00208123954,110, $479 
00208123954,111, $-16 
00208123954,112, $507 
00208123954,113, $436 
00208123954,114, $504 
00208123954,115, $-   
00208123954,116, $-   
00208123954,117, $-   
00208123954,118, $-   
00208123954,119, $-   
00122125868,110, $152 
00212124958,109, $654 
00212124958,110," $1,299 "
00212124958,111," $1,196 "
00212124958,112," $1,633 "
00212124958,113," $1,210 "
00212124958,114," $1,071 "
00212124958,115, $-   
00212124958,116, $-   
00212124958,117, $-   
00212124958,118, $-   
00212124958,119, $-   
00961121707,109, $-158 
00687124433,109," $1,079 "
00687124433,110, $715 
00687124433,111, $542 
00687124433,112, $457 
00687124433,113, $320 
00687124433,114," $1,147 "
00687124433,115, $-   
00687124433,116, $-   
00687124433,117, $-   
00687124433,118, $-   
00687124433,119, $-   
00690124436,109, $254 
00690124436,110," $1,069 "
00690124436,111, $376 
00690124436,112, $65 
00690124436,113, $482 
00690124436,114, $881 
00690124436,115, $-   
00690124436,116, $-   
00690124436,117, $-   
00690124436,118, $-   
00690124436,119, $-   
00805127551,109, $22 
00253121999,109," $37,098 "
00253121999,110," $21,155 "
00253121999,111," $20,961 "
00253121999,112," $21,833 "
00253121999,113, $647 
00253121999,114, $239 
00253121999,115, $-   
00253121999,116, $-   
00253121999,117, $-   
00253121999,118, $-   
00253121999,119, $-   
00268122014,109," $2,859 "
00268122014,110," $2,002 "
00268122014,111," $1,230 "
00268122014,112," $1,581 "
00268122014,113," $2,243 "
00268122014,114," $2,610 "
00268122014,115, $-   
00268122014,116, $-   
00268122014,117, $-   
00268122014,118, $-   
00268122014,119, $-   
0003112777,109, $920 
0003112777,110, $503 
0003112777,111, $708 
0003112777,112, $825 
0003112777,113, $478 
0003112777,114, $24 
0003112777,115, $-   
0003112777,116, $-   
0003112777,117, $-   
0003112777,118, $-   
0003112777,119, $-   
00873127619,109," $15,857 "
00873127619,110," $12,404 "
00873127619,111," $9,376 "
00873127619,112," $12,206 "
00873127619,113," $19,289 "
00873127619,114," $17,003 "
00873127619,115, $-   
00873127619,116, $-   
00873127619,117, $-   
00873127619,118, $-   
00873127619,119, $-   
00202121948,110, $122 
00202121948,111, $155 
00202121948,112, $-20 
00202121948,113, $633 
00202121948,114, $912 
00202121948,115, $-   
00202121948,116, $-   
00202121948,117, $-   
00202121948,118, $-   
00202121948,119, $-   
00671126417,109," $24,861 "
00671126417,110," $14,047 "
00671126417,111," $9,575 "
00671126417,112," $11,456 "
00671126417,113," $19,531 "
00671126417,114," $16,646 "
00671126417,115, $-   
00671126417,116, $-   
00671126417,117, $-   
00671126417,118, $-   
00671126417,119, $-   
00123126869,109, $340 
00123126869,110, $758 
00123126869,111, $884 
00123126869,112, $171 
00123126869,113, $422 
00123126869,114, $213 
00123126869,115, $-   
00123126869,116, $-   
00123126869,117, $-   
00123126869,118, $-   
00123126869,119, $-   
00371122117,109, $196 
00371122117,110, $147 
00371122117,111, $319 
00371122117,112, $903 
00371122117,113, $932 
00371122117,114, $-59 
00371122117,115, $-   
00371122117,116, $-   
00371122117,117, $-   
00371122117,118, $-   
00371122117,119, $-   
00695125441,109, $-28 
00695125441,110, $-141 
00895126641,109, $898 
00895126641,110, $770 
00895126641,111, $750 
00895126641,112, $487 
00895126641,113, $817 
00895126641,114," $8,638 "
00895126641,115, $-   
00895126641,116, $-   
00895126641,117, $-   
00895126641,118, $-   
00895126641,119, $-   
00044126790,109, $43 
00044126790,110, $272 
00044126790,111, $392 
00044126790,112, $256 
00044126790,113, $514 
00044126790,114, $392 
00044126790,115, $-   
00044126790,116, $-   
00044126790,117, $-   
00044126790,118, $-   
00044126790,119, $-   
00559126305,109, $337 
00225126971,109," $2,326,770 "
00225126971,110," $1,460,025 "
00225126971,111," $1,224,147 "
00225126971,112," $2,213,949 "
00225126971,113," $2,473,578 "
00225126971,114," $2,097,678 "
00225126971,115, $-   
00225126971,116, $-   
00225126971,117, $-   
00225126971,118, $-   
00225126971,119, $-   
0011612862,109," $12,368 "
0011612862,110," $8,946 "
0011612862,111," $7,266 "
0011612862,112," $8,681 "
0011612862,113," $13,661 "
0011612862,114," $12,131 "
0011612862,115, $-   
0011612862,116, $-   
0011612862,117, $-   
0011612862,118, $-   
0011612862,119, $-   
00338122084,109," $16,032 "
00338122084,110," $9,445 "
00338122084,111," $5,630 "
00338122084,112," $6,403 "
00338122084,113," $9,452 "
00338122084,114," $8,591 "
00338122084,115, $-   
00338122084,116, $-   
00338122084,117, $-   
00338122084,118, $-   
00338122084,119, $-   
00866127612,109, $635 
00866127612,110, $701 
00866127612,111," $1,624 "
00866127612,112," $2,093 "
00866127612,113, $542 
00866127612,114, $859 
00866127612,115, $-   
00866127612,116, $-   
00866127612,117, $-   
00866127612,118, $-   
00866127612,119, $-   
00724123470,109," $17,256 "
00724123470,110," $10,205 "
00724123470,111," $8,205 "
00724123470,112," $9,381 "
00724123470,113," $15,155 "
00724123470,114," $13,937 "
00724123470,115, $-   
00724123470,116, $-   
00724123470,117, $-   
00724123470,118, $-   
00724123470,119, $-   
00002125748,109," $12,270 "
00002125748,110," $8,565 "
00002125748,111," $5,273 "
00002125748,112," $7,201 "
00002125748,113," $11,164 "
00002125748,114," $8,257 "
00002125748,115, $-   
00002125748,116, $-   
00002125748,117, $-   
00002125748,118, $-   
00002125748,119, $-   
00508126254,109, $483 
00508126254,110, $-22 
00508126254,111, $665 
00508126254,112, $744 
00508126254,113, $688 
002671213,109, $-162 
0023312979,109, $903 
0023312979,110, $656 
0023312979,111, $57 
0023312979,112, $195 
0023312979,113," $1,033 "
0023312979,114," $1,132 "
0023312979,115, $-   
0023312979,116, $-   
0023312979,117, $-   
0023312979,118, $-   
0023312979,119, $-   
00590126336,109, $912 
00578121324,109, $124 
00297123043,109," $18,785 "
00297123043,110," $10,571 "
00297123043,111," $10,997 "
00297123043,112," $12,438 "
00297123043,113," $19,245 "
00297123043,114," $14,231 "
00297123043,115, $-   
00297123043,116, $-   
00297123043,117, $-   
00297123043,118, $-   
00297123043,119, $-   
003291275,109," $1,787 "
003291275,110," $2,767 "
003291275,111," $1,331 "
003291275,112," $1,634 "
003291275,113," $1,773 "
003291275,114," $1,196 "
003291275,115, $-   
003291275,116, $-   
003291275,117, $-   
003291275,118, $-   
003291275,119, $-   
00582126328,109, $352 
00582126328,110, $136 
00582126328,111, $1 
00582126328,112, $199 
00582126328,113, $90 
00582126328,114, $905 
00582126328,115, $-   
00582126328,116, $-   
00582126328,117, $-   
00582126328,118, $-   
00582126328,119, $-   
00591126337,109, $421 
00591126337,110, $356 
00599128345,109," $49,739 "
00599128345,110," $31,828 "
00599128345,111," $21,850 "
00599128345,112," $23,014 "
00599128345,113," $36,937 "
00599128345,114," $26,829 "
00599128345,115, $-   
00599128345,116, $-   
00599128345,117, $-   
00599128345,118, $-   
00599128345,119, $-   
0088112627,109," $5,006 "
0088112627,110," $3,631 "
0088112627,111," $3,845 "
0088112627,112," $4,489 "
0088112627,113," $8,538 "
0088112627,114," $7,079 "
0088112627,115, $-   
0088112627,116, $-   
0088112627,117, $-   
0088112627,118, $-   
0088112627,119, $-   
00599123345,109, $500 
00894123640,109, $868 
00894123640,110, $800 
00894123640,111," $1,569 "
00894123640,112," $1,472 "
00894123640,113," $1,605 "
00894123640,114," $1,822 "
00894123640,115, $-   
00894123640,116, $-   
00894123640,117, $-   
00894123640,118, $-   
00894123640,119, $-   
00950123696,109," $4,816 "
00950123696,110," $3,101 "
00950123696,111," $2,747 "
00950123696,112," $3,295 "
00950123696,113," $4,537 "
00950123696,114," $7,378 "
00950123696,115, $-   
00950123696,116, $-   
00950123696,117, $-   
00950123696,118, $-   
00950123696,119, $-   
0015812-96,109," $2,351 "
0015812-96,110," $2,026 "
0015812-96,111," $1,573 "
0015812-96,112, $893 
0015812-96,113," $3,174 "
0015812-96,114," $1,758 "
0015812-96,115, $-   
0015812-96,116, $-   
0015812-96,117, $-   
0015812-96,118, $-   
0015812-96,119, $-   
0014112-113,109," $4,253 "
0014112-113,110," $1,282 "
0014112-113,111, $515 
0014112-113,112," $1,634 "
0014112-113,113," $1,597 "
0014112-113,114," $1,846 "
0014112-113,115, $-   
0014112-113,116, $-   
0014112-113,117, $-   
0014112-113,118, $-   
0014112-113,119, $-   
00874126620,109, $-199 
00874126620,110," $4,903 "
00874126620,111," $4,394 "
00874126620,112," $6,222 "
00874126620,113," $9,531 "
00874126620,114," $7,490 "
00874126620,115, $-   
00874126620,116, $-   
00874126620,117, $-   
00874126620,118, $-   
00874126620,119, $-   
00453121199,109," $4,047 "
00453121199,110," $3,147 "
00453121199,111," $2,024 "
00453121199,112," $3,603 "
00453121199,113," $5,188 "
00453121199,114," $4,526 "
00453121199,115, $-   
00453121199,116, $-   
00453121199,117, $-   
00453121199,118, $-   
00453121199,119, $-   
00386125132,109, $490 
00386125132,110, $182 
00386125132,111, $383 
00386125132,112, $772 
00386125132,113, $890 
00386125132,114, $229 
00386125132,115, $-   
00386125132,116, $-   
00386125132,117, $-   
00386125132,118, $-   
00386125132,119, $-   
00933126679,109, $624 
00933126679,110, $-24 
00935126681,109," $22,897 "
00935126681,110," $18,849 "
00935126681,111," $10,310 "
00935126681,112," $13,472 "
00935126681,113," $21,162 "
00935126681,114," $17,691 "
00935126681,115, $-   
00935126681,116, $-   
00935126681,117, $-   
00935126681,118, $-   
00935126681,119, $-   
0074412490,109, $341 
0074412490,110," $6,786 "
0074412490,111," $7,342 "
0074412490,112," $7,496 "
0074412490,113," $12,215 "
0074412490,114," $10,739 "
0074412490,115, $-   
0074412490,116, $-   
0074412490,117, $-   
0074412490,118, $-   
0074412490,119, $-   
00697121443,109, $-179 
00382126128,109, $245 
0092012666,109, $740 
0012512871,109," $93,631 "
0012512871,110," $59,157 "
0012512871,111," $77,349 "
0012512871,112," $122,205 "
0012512871,113," $114,116 "
0012512871,114," $98,623 "
0012512871,115, $-   
0012512871,116, $-   
0012512871,117, $-   
0012512871,118, $-   
0012512871,119, $-   
00688121434,109, $243 
00688121434,110, $925 
00688121434,111, $18 
00688121434,112, $918 
00688121434,113, $883 
00688121434,114, $27 
00688121434,115, $-   
00688121434,116, $-   
00688121434,117, $-   
00688121434,118, $-   
00688121434,119, $-   
00913121659,109," $1,156 "
00913121659,110," $1,073 "
00913121659,111, $923 
00913121659,112," $2,567 "
00913121659,113, $-95 
00913121659,114, $739 
00913121659,115, $-   
00913121659,116, $-   
00913121659,117, $-   
00913121659,118, $-   
00913121659,119, $-   
00928121674,109," $30,299 "
00928121674,110," $21,881 "
00928121674,111," $13,716 "
00928121674,112," $13,984 "
00928121674,113," $24,069 "
00928121674,114," $19,281 "
00928121674,115, $-   
00928121674,116, $-   
00928121674,117, $-   
00928121674,118, $-   
00928121674,119, $-   
00931121677,109, $-44 
00931121677,110, $-50 
00931121677,111, $358 
00931121677,112, $-146 
00931121677,113, $427 
00931121677,114, $302 
00931121677,115, $-   
00931121677,116, $-   
00931121677,117, $-   
00931121677,118, $-   
00931121677,119, $-   
00004121750,110, $529 
00004121750,111, $437 
00004121750,112, $539 
00004121750,113, $628 
00004121750,114, $336 
00004121750,115, $-   
00004121750,116, $-   
00004121750,117, $-   
00004121750,118, $-   
00004121750,119, $-   
00338122084,109, $823 
00338122084,110, $-4 
0054112287,109, $753 
00716122462,109," $1,645 "
00716122462,110, $604 
00716122462,111," $1,133 "
00716122462,112," $2,836 "
00716122462,113," $6,768 "
00716122462,114," $7,848 "
00716122462,115, $-   
00716122462,116, $-   
00716122462,117, $-   
00716122462,118, $-   
00716122462,119, $-   
0077512521,109, $368 
0077512521,110, $82 
0077512521,111, $99 
0077512521,112, $286 
0077512521,113, $752 
0077512521,114, $379 
0077512521,115, $-   
0077512521,116, $-   
0077512521,117, $-   
0077512521,118, $-   
0077512521,119, $-   
00095123841,109, $917 
00095123841,110," $1,012 "
00095123841,111, $816 
00095123841,112, $808 
00095123841,113, $636 
00095123841,114, $503 
00095123841,115, $-   
00095123841,116, $-   
00095123841,117, $-   
00095123841,118, $-   
00095123841,119, $-   
00267128013,109, $-87 
00056121802,109, $-97 
00143121889,109, $249 
0047112217,109, $270 
0047112217,110, $769 
0047112217,111, $433 
0047112217,112, $918 
0047112217,113, $129 
0047112217,114, $493 
0047112217,115, $-   
0047112217,116, $-   
0047112217,117, $-   
0047112217,118, $-   
0047112217,119, $-   
00181122927,110," $9,376 "
00181122927,111," $1,243 "
00181122927,112," $1,293 "
00181122927,113, $425 
00181122927,114, $159 
00181122927,115, $-   
00181122927,116, $-   
00181122927,117, $-   
00181122927,118, $-   
00181122927,119, $-   
00051123797,109, $587 
00051123797,110, $49 
00051123797,111, $186 
00051123797,112, $752 
00051123797,113, $222 
00051123797,114, $875 
00051123797,115, $-   
00051123797,116, $-   
00051123797,117, $-   
00051123797,118, $-   
00051123797,119, $-   
00853122599,109, $441 
00853122599,110, $8 
00853122599,111, $29 
00853122599,112, $693 
00853122599,113, $-21 
00853122599,114, $261 
00853122599,115, $-   
00853122599,116, $-   
00853122599,117, $-   
00853122599,118, $-   
00853122599,119, $-   
0019512941,109," $17,318 "
0019512941,110," $11,698 "
0019512941,111," $6,985 "
0019512941,112," $9,602 "
0019512941,113," $14,324 "
0019512941,114," $12,106 "
0019512941,115, $-   
0019512941,116, $-   
0019512941,117, $-   
0019512941,118, $-   
0019512941,119, $-   
00607121353,109," $1,084 "
00607121353,110," $1,340 "
00607121353,111, $929 
00607121353,112," $1,875 "
00607121353,113," $3,136 "
00607121353,114," $2,232 "
00607121353,115, $-   
00607121353,116, $-   
00607121353,117, $-   
00607121353,118, $-   
00607121353,119, $-   
00070127816,109, $374 
00632128378,109, $783 
0086512611,109, $406 
0086512611,110, $298 
0086512611,111, $-30 
0086512611,112, $877 
0086512611,113, $325 
0086512611,114, $751 
0086512611,115, $-   
0086512611,116, $-   
0086512611,117, $-   
0086512611,118, $-   
0086512611,119, $-   
00465128211,109, $138 
00465128211,110, $798 
00465128211,111, $-25 
00465128211,112, $904 
00465128211,113, $343 
00465128211,114, $776 
00465128211,115, $-   
00465128211,116, $-   
00465128211,117, $-   
00465128211,118, $-   
00465128211,119, $-   
00230128976,109, $-65 
00235128981,109, $828 
00235128981,110, $797 
0051812264,110, $906 
0051812264,111, $158 
0051812264,112, $508 
0051812264,113, $356 
0051812264,114, $830 
0051812264,115, $-   
0051812264,116, $-   
0051812264,117, $-   
0051812264,118, $-   
0051812264,119, $-   
0082912575,109, $865 
0082912575,110, $437 
00223126969,109, $200 
00223126969,110, $642 
00592127338,109," $60,942 "
00592127338,110," $44,066 "
00592127338,111," $33,982 "
00592127338,112," $37,655 "
00592127338,113," $67,909 "
00592127338,114," $61,058 "
00592127338,115, $-   
00592127338,116, $-   
00592127338,117, $-   
00592127338,118, $-   
00592127338,119, $-   
00794127540,109, $654 
00794127540,110, $113 
00794127540,111, $39 
00794127540,112, $256 
00794127540,113, $926 
00794127540,114, $-19 
00794127540,115, $-   
00794127540,116, $-   
00794127540,117, $-   
00794127540,118, $-   
00794127540,119, $-   
00928127674,110, $199 
00928127674,111, $44 
00928127674,112," $1,057 "
00928127674,113," $1,347 "
00928127674,114, $473 
00928127674,115, $-   
00928127674,116, $-   
00928127674,117, $-   
00928127674,118, $-   
00928127674,119, $-   
0005212798,109, $-47 
0005212798,110, $313 
00440127186,109, $489 
00474127220,109," $10,566 "
00474127220,110," $12,394 "
00474127220,111," $6,978 "
00474127220,112," $7,214 "
00474127220,113," $10,995 "
00474127220,114," $8,134 "
00474127220,115, $-   
00474127220,116, $-   
00474127220,117, $-   
00474127220,118, $-   
00474127220,119, $-   
00784127530,109," $18,871 "
00784127530,110," $10,756 "
00784127530,111," $13,023 "
00784127530,112," $16,011 "
00784127530,113, $-51 
00784127530,114, $259 
00784127530,115, $-   
00784127530,116, $-   
00784127530,117, $-   
00784127530,118, $-   
00784127530,119, $-   
00842127588,109," $5,677 "
00842127588,110," $4,199 "
00842127588,111," $2,209 "
00842127588,112," $4,168 "
00842127588,113," $6,391 "
00842127588,114," $5,073 "
00842127588,115, $-   
00842127588,116, $-   
00842127588,117, $-   
00842127588,118, $-   
00842127588,119, $-   
00893127639,109," $1,026 "
00893127639,110," $2,418 "
00893127639,111," $7,584 "
00893127639,112," $12,911 "
00893127639,113," $24,248 "
00893127639,114," $21,997 "
00893127639,115, $-   
00893127639,116, $-   
00893127639,117, $-   
00893127639,118, $-   
00893127639,119, $-   
00953127699,109," $173,213 "
00953127699,110," $110,352 "
00953127699,111," $7,964 "
00953127699,112," $64,561 "
00953127699,113," $161,489 "
00953127699,114," $142,470 "
00953127699,115, $-   
00953127699,116, $-   
00953127699,117, $-   
00953127699,118, $-   
00953127699,119, $-   
00988127734,109, $875 
00988127734,110, $-189 
00988127734,111, $121 
00988127734,112, $905 
00988127734,113, $739 
00988127734,114, $765 
00988127734,115, $-   
00988127734,116, $-   
00988127734,117, $-   
00988127734,118, $-   
00988127734,119, $-   
00991127737,109," $10,013 "
00991127737,110," $7,159 "
00991127737,111," $7,383 "
00991127737,112," $17,411 "
00991127737,113," $28,384 "
00991127737,114," $17,539 "
00991127737,115, $-   
00991127737,116, $-   
00991127737,117, $-   
00991127737,118, $-   
00991127737,119, $-   
00995127741,109," $1,869 "
00995127741,110," $1,061 "
00995127741,111," $1,541 "
00995127741,112," $1,196 "
00995127741,113," $1,048 "
00995127741,114, $653 
00995127741,115, $-   
00995127741,116, $-   
00995127741,117, $-   
00995127741,118, $-   
00995127741,119, $-   
00443124189,109, $493 
00443124189,110, $118 
00443124189,111, $876 
00443124189,112, $334 
00443124189,113, $916 
00443124189,114, $18 
00443124189,115, $-   
00443124189,116, $-   
00443124189,117, $-   
00443124189,118, $-   
00443124189,119, $-   
00066124812,109," $1,936 "
00066124812,110," $1,866 "
00066124812,111, $669 
00066124812,112," $1,442 "
00066124812,113," $1,402 "
00066124812,114," $1,041 "
00066124812,115, $-   
00066124812,116, $-   
00066124812,117, $-   
00066124812,118, $-   
00066124812,119, $-   
00085124831,109," $297,921 "
00085124831,110," $206,809 "
00085124831,111," $129,204 "
00085124831,112," $148,177 "
00085124831,113," $226,948 "
00085124831,114," $166,252 "
00085124831,115, $-   
00085124831,116, $-   
00085124831,117, $-   
00085124831,118, $-   
00085124831,119, $-   
00859129605,109, $234 
00859129605,110, $94 
00859129605,111, $335 
00859129605,112, $10 
00859129605,113, $369 
00859129605,114, $509 
00859129605,115, $-   
00859129605,116, $-   
00859129605,117, $-   
00859129605,118, $-   
00859129605,119, $-   
00396139142,109, $746 
00984132730,109, $886 
00724137470,109, $850 
00724137470,110," $22,418 "
00724137470,111, $366 
00724137470,112, $775 
00724137470,113, $712 
00724137470,114, $802 
00724137470,115, $-   
00724137470,116, $-   
00724137470,117, $-   
00724137470,118, $-   
00724137470,119, $-   
00962135708,109, $340 
00114136860,109, $148 
00114136860,110, $255 
00114136860,111, $472 
00114136860,112, $223 
00114136860,113, $-2 
00114136860,114, $-129 
00114136860,115, $-   
00114136860,116, $-   
00114136860,117, $-   
00114136860,118, $-   
00114136860,119, $-   
00653132399,109, $342 
00653132399,110, $746 
00808133554,109, $-2 
00808133554,110, $-77 
00808133554,111, $67 
00808133554,112, $919 
00808133554,113, $26 
00467136213,109, $945 
00883134629,109," $73,213 "
00883134629,110," $53,893 "
00883134629,111," $40,158 "
00883134629,112," $48,325 "
00883134629,113," $81,037 "
00883134629,114," $71,780 "
00883134629,115, $-   
00883134629,116, $-   
00883134629,117, $-   
00883134629,118, $-   
00883134629,119, $-   
00367138113,109, $-110 
00367138113,110, $317 
00348138094,109," $7,397 "
00348138094,110," $5,601 "
00348138094,111," $3,606 "
00348138094,112," $4,915 "
00348138094,113," $6,267 "
00348138094,114," $6,139 "
00348138094,115, $-   
00348138094,116, $-   
00348138094,117, $-   
00348138094,118, $-   
00348138094,119, $-   
00800137546,109, $222 
00800137546,110, $194 
00800137546,111, $259 
00800137546,112, $-193 
00800137546,113, $649 
00800137546,114, $60 
00800137546,115, $-   
00800137546,116, $-   
00800137546,117, $-   
00800137546,118, $-   
00800137546,119, $-   
00982131728,109, $370 
00982131728,110, $947 
00166134912,109, $628 
00166134912,110," $1,639 "
00166134912,111," $1,156 "
00166134912,112," $1,335 "
00166134912,113, $335 
00166134912,114, $165 
00166134912,115, $-   
00166134912,116, $-   
00166134912,117, $-   
00166134912,118, $-   
00166134912,119, $-   
00147138893,110, $221 
0000313-251,110, $201 
0000313-251,111, $344 
0000313-251,112, $893 
0000313-251,113, $-164 
00803136549,109," $3,020 "
00803136549,110," $2,408 "
00803136549,111," $1,024 "
00803136549,112," $1,831 "
00803136549,113," $3,218 "
00803136549,114," $3,458 "
00803136549,115, $-   
00803136549,116, $-   
00803136549,117, $-   
00803136549,118, $-   
00803136549,119, $-   
00729135475,109, $69 
00729135475,110, $940 
00729135475,111, $668 
00729135475,112, $737 
00729135475,113, $868 
00729135475,114, $796 
00729135475,115, $-   
00729135475,116, $-   
00729135475,117, $-   
00729135475,118, $-   
00729135475,119, $-   
00373138119,109, $299 
00373138119,110, $931 
00373138119,111, $206 
00373138119,112, $338 
00373138119,113, $247 
00373138119,114, $826 
00373138119,115, $-   
00373138119,116, $-   
00373138119,117, $-   
